,filename,hat,veil,glasses,accessory
175,FRGC_04221d353_px_4.png,1,1,1,0
176,FRGC_04256d168.jpg,1,1,1,0
177,FRGC_04533d88.jpg,1,1,1,0
178,FRGC_04593d115_px_6.png,1,1,1,0
179,FRGC_04629d115.jpg,1,1,1,0
180,AR_FDB_m-011-9.png,1,1,0,1
181,AR_FDB_m-016-18.png,1,1,1,0
182,AR_FDB_m-022-25.png,1,0,1,1
183,AR_FDB_m-026-5.png,1,1,1,0
184,AR_FDB_m-056-25.png,1,0,1,1
185,AR_FDB_w-004-4.png,1,1,1,0
186,AR_FDB_w-009-4.png,1,1,1,0
187,AR_FDB_w-014-16.png,1,1,1,0
188,FRGC_04233d186.jpg,1,1,1,0
189,FRGC_04256d117.jpg,1,1,1,0
190,FRGC_04320d97.jpg,1,1,1,0
191,FRGC_04423d255.jpg,1,1,1,0
192,FRGC_04560d230_px_6.png,1,1,1,0
193,FRGC_04579d143_px_4.png,1,1,1,0
194,FRGC_04610d40.jpg,1,1,1,0
195,FRGC_04618d49.jpg,1,1,1,0
196,FRGC_04644d244.jpg,1,1,1,0
197,FRGC_04717d23.jpg,0,1,1,1
198,AR_FDB_m-005-26.png,1,0,1,1
199,AR_FDB_m-007-4.png,1,1,1,0
200,AR_FDB_m-015-4.png,1,1,1,0
201,AR_FDB_m-017-1.png,1,1,1,0
202,AR_FDB_m-020-9.png,1,1,0,1
203,AR_FDB_m-021-2.png,1,1,1,0
204,AR_FDB_m-028-4.png,1,1,1,0
205,AR_FDB_m-033-13.png,1,0,1,1
206,AR_FDB_m-038-15.png,1,1,1,0
207,AR_FDB_m-048-22.png,1,1,0,1
208,AR_FDB_m-075-17_px_8.png,1,1,1,0
209,AR_FDB_w-004-5.png,1,1,1,0
210,AR_FDB_w-009-21.png,1,1,0,1
211,FRGC_02463d478.jpg,1,1,1,0
212,FRGC_04207d104.jpg,1,1,1,0
213,FRGC_04222d163.jpg,1,1,1,0
214,FRGC_04233d404.jpg,1,1,1,0
215,FRGC_04273d219.jpg,1,1,1,0
216,FRGC_04323d78.jpg,1,1,1,0
217,FRGC_04301d67_px_8.png,1,1,1,0
218,FRGC_04312d78_px_6.png,1,1,1,0
219,FRGC_04522d163.jpg,1,1,1,0
220,FRGC_04537d351.jpg,1,1,1,0
221,FRGC_04563d34_px_6.png,1,1,1,0
222,FRGC_04593d145.jpg,1,1,1,0
223,FRGC_04600d332.jpg,1,1,1,0
224,FRGC_04716d13.jpg,1,1,1,0
225,AR_FDB_m-019-26.png,1,0,1,1
226,AR_FDB_m-033-9.png,1,1,0,1
227,AR_FDB_m-037-25.png,1,0,1,1
228,AR_FDB_m-047-11.png,1,0,1,1
229,AR_FDB_m-062-11.png,1,0,1,1
230,AR_FDB_m-066-4.png,1,1,1,0
231,AR_FDB_m-070-16.png,1,1,1,0
232,AR_FDB_m-071-2.png,1,1,1,0
233,AR_FDB_w-014-9.png,1,0,1,1
234,FRGC_04201d144.jpg,1,1,1,0
235,FRGC_04207d101.jpg,1,1,1,0
236,FRGC_04320d120.jpg,1,1,1,0
237,FRGC_04324d42.jpg,1,1,1,0
238,FRGC_04432d24.JPG,0,1,1,1
239,FRGC_04449d58_px_6.png,0,1,1,1
240,FRGC_04569d91.jpg,1,1,1,0
241,FRGC_04577d58.jpg,1,1,1,0
242,FRGC_04578d14.jpg,1,1,1,0
243,FRGC_04758d122.jpg,1,1,1,0
244,AR_FDB_m-004-25.png,1,0,1,1
245,AR_FDB_m-010-26.png,1,0,1,1
246,AR_FDB_m-037-12.png,1,0,1,1
247,AR_FDB_m-043-2.png,1,1,0,1
248,AR_FDB_m-045-13.png,1,0,1,1
249,AR_FDB_m-069-22.png,1,1,0,1
250,AR_FDB_w-007-18_px_8.png,1,1,1,0
251,FRGC_04286d283.jpg,0,1,1,1
252,FRGC_04339d205.jpg,1,1,1,0
253,FRGC_04516d50.JPG,0,1,1,1
254,FRGC_04527d77_px_6.png,1,1,1,0
255,FRGC_04628d159.jpg,1,1,1,0
256,FRGC_04673d254.jpg,1,1,1,0
257,AR_FDB_m-016-19.png,1,1,1,0
258,FRGC_04531d64.jpg,1,1,1,0
259,AR_FDB_m-010-8.png,1,1,0,1
260,AR_FDB_m-012-4.png,1,1,1,0
261,AR_FDB_m-029-9.png,1,1,0,1
262,AR_FDB_m-037-2.png,1,1,1,0
263,AR_FDB_m-058-8.png,1,1,0,1
264,AR_FDB_m-064-9.png,1,1,0,1
265,AR_FDB_m-065-16.png,1,1,1,0
266,AR_FDB_m-066-14.png,1,1,1,0
267,AR_FDB_w-005-11.png,1,0,1,1
268,FRGC_04222d182.jpg,1,1,1,0
269,FRGC_04225d314.jpg,1,1,1,0
270,FRGC_04239d124.jpg,1,1,1,0
271,FRGC_04261d283_px_8.png,1,1,1,0
272,FRGC_04279d135.jpg,1,1,1,0
273,FRGC_04286d214_px_4.png,1,1,1,0
274,FRGC_04312d81.jpg,1,1,1,0
275,FRGC_04395d146.jpg,0,1,1,1
276,FRGC_04537d288.jpg,1,1,1,0
277,FRGC_04569d360.jpg,1,1,1,0
278,FRGC_04577d314_px_4.png,1,1,1,0
279,FRGC_04603d203.jpg,1,1,1,0
280,FRGC_04826d02.jpg,0,1,1,1
281,AR_FDB_m-003-3.png,1,1,1,0
282,AR_FDB_m-024-12.png,1,0,1,1
283,AR_FDB_m-043-26.png,1,0,1,1
284,AR_FDB_m-048-19.png,1,1,1,0
285,AR_FDB_m-075-17.png,1,1,1,0
286,AR_FDB_m-075-6.png,1,1,1,0
287,AR_FDB_w-002-7.png,1,1,1,0
288,AR_FDB_w-010-25.png,1,1,1,0
289,FRGC_02463d572_px_6.png,1,1,1,0
290,FRGC_04203d59.jpg,1,1,1,0
291,FRGC_04239d423.jpg,1,1,1,0
292,FRGC_04301d200.jpg,1,1,1,0
293,FRGC_04560d31.jpg,1,1,1,0
294,FRGC_04577d220.jpg,1,1,1,0
295,FRGC_04581d188.jpg,0,1,1,1
296,AR_FDB_m-005-7.png,1,1,1,0
297,AR_FDB_m-009-22.png,1,1,0,1
298,AR_FDB_m-019-21.png,1,1,0,1
299,AR_FDB_m-021-16.png,1,1,1,0
300,AR_FDB_m-021-3.png,1,1,1,0
301,AR_FDB_m-026-2.png,1,1,1,0
302,AR_FDB_m-056-13.png,1,0,1,1
303,AR_FDB_m-059-2.png,1,1,1,0
304,AR_FDB_w-008-10.png,1,0,1,1
305,AR_FDB_w-011-7.png,1,1,0,1
306,AR_FDB_w-015-21.png,1,1,0,1
307,FRGC_04203d492_px_4.png,1,1,1,0
308,FRGC_04212d141.jpg,1,1,1,0
309,FRGC_04229d210.jpg,1,1,1,0
310,FRGC_04319d172.jpg,1,1,1,0
311,FRGC_04524d81.jpg,1,1,1,0
312,FRGC_04531d21.jpg,1,1,1,0
313,FRGC_04575d28.jpg,1,1,1,0
314,FRGC_04577d239.jpg,1,1,1,0
315,FRGC_04602d86.jpg,1,1,1,0
316,FRGC_04673d265.jpg,1,1,1,0
317,FRGC_04928d12.jpg,0,1,1,1
318,AR_FDB_m-040-13.png,1,0,1,1
319,AR_FDB_m-051-4.png,1,1,1,0
320,AR_FDB_m-054-3.png,1,1,1,0
321,AR_FDB_m-060-2.png,1,1,1,0
322,AR_FDB_m-073-21.png,1,1,0,1
323,AR_FDB_m-074-20.png,1,1,1,0
324,AR_FDB_w-011-15.png,1,1,1,0
325,FRGC_04236d117.jpg,1,1,1,0
326,FRGC_04344d329.jpg,1,1,1,0
327,FRGC_04347d319.jpg,1,1,1,0
328,FRGC_04629d59.jpg,1,1,1,0
329,AR_FDB_m-006-19.png,1,1,1,0
330,AR_FDB_m-018-26.png,1,0,1,1
331,AR_FDB_m-038-7.png,1,1,1,0
332,AR_FDB_m-041-18.png,1,1,1,0
333,AR_FDB_m-052-26.png,1,0,1,1
334,AR_FDB_m-053-5.png,1,1,1,0
335,AR_FDB_m-063-12.png,1,0,1,1
336,AR_FDB_m-065-6.png,1,1,1,0
337,AR_FDB_m-070-21.png,1,1,0,1
338,AR_FDB_m-070-8.png,1,1,0,1
339,AR_FDB_w-005-8.png,1,1,1,0
340,AR_FDB_w-007-22.png,1,0,1,1
341,FRGC_04288d72.jpg,1,1,1,0
342,FRGC_04301d333.jpg,1,1,1,0
343,FRGC_04322d27.jpg,1,1,1,0
344,FRGC_04524d40.jpg,1,1,1,0
345,FRGC_04558d107.jpg,1,1,1,0
346,FRGC_04579d245.jpg,1,1,1,0
347,AR_FDB_m-074-8_px_6.png,1,1,0,1
348,FRGC_04556d01.jpg,1,1,1,0
349,AR_FDB_m-007-17.png,1,1,1,0
350,AR_FDB_m-025-1.png,1,1,1,0
351,AR_FDB_m-050-13.png,1,0,1,1
352,AR_FDB_m-063-2.png,1,1,1,0
353,AR_FDB_m-065-2.png,1,1,1,0
354,AR_FDB_m-065-5.png,1,1,1,0
355,AR_FDB_m-071-11.png,1,0,1,1
356,FRGC_04222d63_px_4.png,1,1,1,0
357,FRGC_04243d124.jpg,1,1,1,0
358,FRGC_04300d02.jpg,1,1,1,0
359,FRGC_04419d186.jpg,0,1,1,1
360,FRGC_04533d86.jpg,1,1,1,0
361,FRGC_04556d132.jpg,1,1,1,0
362,FRGC_04563d35.jpg,1,1,1,0
363,FRGC_04569d76_px_8.png,1,1,1,0
364,FRGC_04581d10.jpg,1,1,1,0
365,FRGC_04613d102.jpg,1,1,1,0
366,FRGC_04708d94.jpg,1,1,1,0
367,FRGC_04916d74.jpg,0,1,1,1
368,FRGC_04928d76.jpg,0,1,1,1
369,AR_FDB_m-008-23.png,1,1,0,1
370,AR_FDB_m-015-21.png,1,1,0,1
371,AR_FDB_m-036-17.png,1,1,1,0
372,AR_FDB_m-041-4.png,1,1,1,0
373,AR_FDB_m-059-11.png,1,0,1,1
374,AR_FDB_m-062-9.png,1,1,0,1
375,AR_FDB_m-069-13.png,1,0,1,1
376,AR_FDB_m-075-19.png,1,1,1,0
377,AR_FDB_w-008-14.png,1,1,1,0
378,AR_FDB_w-016-5.png,1,1,0,1
379,FRGC_04329d52.jpg,1,1,1,0
380,FRGC_04525d48.jpg,1,1,1,0
381,FRGC_04549d72.jpg,1,1,1,0
382,FRGC_04559d138.jpg,1,1,1,0
383,FRGC_04581d213.jpg,1,1,1,0
384,FRGC_04622d209.jpg,1,1,1,0
385,FRGC_04892d38.jpg,0,1,1,1
386,afwDB_16.png,1,1,1,0
387,AR_FDB_m-039-26.png,1,0,1,1
388,AR_FDB_m-045-15.png,1,1,1,0
389,AR_FDB_m-045-23.png,1,1,0,1
390,AR_FDB_m-063-11.png,1,0,1,1
391,AR_FDB_m-074-4.png,1,1,1,0
392,FRGC_04211d75.jpg,1,1,1,0
393,FRGC_04312d45.jpg,1,1,1,0
394,FRGC_04323d46.jpg,1,1,1,0
395,FRGC_04395d226.jpg,0,1,1,1
396,FRGC_04575d16.jpg,1,1,1,0
397,FRGC_04575d96.jpg,1,1,1,0
398,FRGC_04579d131.jpg,1,1,1,0
399,FRGC_04579d237.jpg,1,1,1,0
400,FRGC_04585d254.jpg,1,1,1,0
401,FRGC_04598d305_px_4.png,1,1,1,0
402,FRGC_04826d00.jpg,0,1,1,1
403,AR_FDB_m-004-13.png,1,0,1,1
404,AR_FDB_m-031-7.png,1,1,1,0
405,AR_FDB_m-058-4.png,1,1,1,0
406,AR_FDB_m-076-16.png,1,1,1,0
407,AR_FDB_m-076-22_px_4.png,1,1,0,1
408,AR_FDB_w-002-24_px_8.png,1,0,1,1
409,AR_FDB_w-017-12_px_4.png,1,0,1,1
410,AR_FDB_w-017-23.png,1,0,1,1
411,FRGC_02463d571_px_4.png,1,1,1,0
412,FRGC_04211d113.jpg,1,1,1,0
413,FRGC_04233d189.jpg,1,1,0,1
414,FRGC_04324d123.jpg,1,1,1,0
415,FRGC_04584d19.jpg,1,1,1,0
416,FRGC_04613d110.jpg,1,1,1,0
417,AR_FDB_m-031-24.png,1,0,1,1
418,AR_FDB_m-069-12.png,1,0,1,1
419,AR_FDB_w-005-24.png,1,1,1,0
420,FRGC_04202d96.jpg,1,1,1,0
421,FRGC_04212d217.jpg,1,1,1,0
422,FRGC_04213d82.jpg,1,1,1,0
423,FRGC_04273d87.jpg,1,1,1,0
424,FRGC_04302d02.jpg,1,1,1,0
425,FRGC_04302d49.jpg,1,1,1,0
426,FRGC_04554d68.jpg,1,1,1,0
427,FRGC_04557d369.jpg,1,1,1,0
428,FRGC_04569d265.jpg,1,1,1,0
429,FRGC_04575d149_px_8.png,1,1,1,0
430,FRGC_04581d151.jpg,1,1,1,0
431,FRGC_04602d18.jpg,1,1,1,0
432,FRGC_04673d214.jpg,1,1,1,0
433,AR_FDB_m-017-6.png,1,1,1,0
434,AR_FDB_m-043-21.png,1,1,0,1
435,AR_FDB_m-044-8.png,1,1,0,1
436,FRGC_04311d97_px_4.png,1,1,1,0
437,FRGC_04605d207.jpg,1,1,1,0
438,FRGC_04612d44.jpg,1,1,1,0
439,AR_FDB_m-025-21.png,1,1,0,1
440,AR_FDB_m-002-14.png,1,1,1,0
441,AR_FDB_m-017-10.png,1,1,0,1
442,FRGC_04311d209.jpg,1,1,1,0
443,FRGC_04516d52.JPG,0,1,1,1
444,FRGC_04595d109.jpg,1,1,1,0
445,AR_FDB_m-027-23.png,1,1,0,1
446,FRGC_04286d33.jpg,1,1,1,0
447,FRGC_04535d191.jpg,1,1,1,0
448,FRGC_04673d231.jpg,1,1,1,0
449,AR_FDB_m-012-15.png,1,1,1,0
450,AR_FDB_m-021-9.png,1,1,0,1
451,AR_FDB_m-035-7.png,1,1,1,0
452,FRGC_04569d353.jpg,1,1,1,0
453,FRGC_04575d125.jpg,1,1,1,0
454,AR_FDB_m-006-11.png,1,0,1,1
455,AR_FDB_m-030-26.png,1,0,1,1
456,AR_FDB_m-043-13.png,1,0,1,1
457,AR_FDB_m-047-17.png,1,1,1,0
458,AR_FDB_m-050-8.png,1,1,0,1
459,AR_FDB_m-054-6.png,1,1,1,0
460,AR_FDB_m-058-12.png,1,0,1,1
461,AR_FDB_w-013-26.png,1,1,1,0
462,AR_FDB_w-017-19_px_8.png,1,1,1,0
463,FRGC_02463d468.jpg,1,1,1,0
464,FRGC_04343d01.jpg,1,1,1,0
465,FRGC_04343d01_px_6.png,1,1,1,0
466,FRGC_04410d52.jpg,0,1,1,1
467,FRGC_04524d29.jpg,1,1,1,0
468,FRGC_04539d05.jpg,1,1,1,0
469,FRGC_04559d268_px_4.png,1,1,1,0
470,FRGC_04603d73.jpg,1,1,1,0
471,FRGC_04605d68.jpg,1,1,1,0
472,FRGC_04624d53.jpg,1,1,1,0
473,FRGC_04626d155.jpg,1,1,1,0
474,FRGC_04743d98.jpg,1,1,1,0
475,AR_FDB_m-016-22.png,1,1,0,1
476,AR_FDB_m-027-9.png,1,1,0,1
477,AR_FDB_m-032-15.png,1,1,1,0
478,AR_FDB_m-049-24.png,1,0,1,1
479,AR_FDB_m-067-6.png,1,1,1,0
480,AR_FDB_m-071-4.png,1,1,1,0
481,AR_FDB_m-076-10.png,1,1,0,1
482,AR_FDB_w-010-19.png,1,1,1,0
483,AR_FDB_w-011-26.png,1,1,1,0
484,FRGC_04222d202.jpg,1,1,1,0
485,FRGC_04222d385.jpg,1,1,1,0
486,FRGC_04233d492.jpg,1,1,1,0
487,FRGC_04256d146.jpg,1,1,1,0
488,FRGC_04256d85.jpg,1,1,1,0
489,FRGC_04323d99.jpg,1,1,1,0
490,FRGC_04336d380.jpg,1,1,1,0
491,FRGC_04549d105.jpg,1,1,1,0
492,FRGC_04595d53_px_6.png,1,1,1,0
493,AR_FDB_m-031-17.png,1,1,1,0
494,AR_FDB_m-059-23.png,1,1,0,1
495,AR_FDB_m-061-10.png,1,1,0,1
496,AR_FDB_m-063-6.png,1,1,1,0
497,AR_FDB_m-065-24.png,1,0,1,1
498,AR_FDB_w-003-1.png,1,1,0,1
499,FRGC_04320d56.jpg,1,1,1,0
500,FRGC_04530d83.jpg,1,1,1,0
501,FRGC_04598d336.jpg,1,1,1,0
502,FRGC_04608d78.jpg,1,1,1,0
503,FRGC_04830d44.jpg,0,1,1,1
504,AR_FDB_m-005-21.png,1,1,0,1
505,AR_FDB_m-012-16.png,1,1,1,0
506,AR_FDB_m-028-2.png,1,1,1,0
507,AR_FDB_m-044-17.png,1,1,1,0
508,AR_FDB_m-074-1_px_8.png,1,1,1,0
509,AR_FDB_m-075-16.png,1,1,1,0
510,AR_FDB_w-008-1.png,1,1,0,1
511,AR_FDB_w-015-13.png,1,1,1,0
512,FRGC_04309d38.jpg,1,1,1,0
513,FRGC_04516d67.jpg,0,1,1,1
514,FRGC_04561d50.jpg,1,1,1,0
515,FRGC_04580d78.jpg,1,1,1,0
516,FRGC_04821d50.jpg,1,1,1,0
517,FRGC_04839d136.jpg,0,1,1,1
518,AR_FDB_m-013-14.png,1,1,1,0
519,AR_FDB_m-015-18.png,1,1,1,0
520,AR_FDB_m-041-3.png,1,1,1,0
521,AR_FDB_m-063-9.png,1,1,0,1
522,AR_FDB_m-075-18.png,1,1,1,0
523,AR_FDB_w-001-11.png,1,1,1,0
524,FRGC_04201d383.jpg,1,1,1,0
525,FRGC_04382d38_px_4.png,0,1,1,1
526,FRGC_04735d20.jpg,0,1,1,1
527,AR_FDB_m-075-8.png,1,1,0,1
528,FRGC_04297d04.jpg,0,1,1,1
529,FRGC_04351d35.jpg,1,1,1,0
530,AR_FDB_m-009-1.png,1,1,1,0
531,AR_FDB_m-009-20.png,1,1,1,0
532,AR_FDB_m-013-13.png,1,0,1,1
533,AR_FDB_m-038-10.png,1,1,0,1
534,AR_FDB_m-041-24.png,1,0,1,1
535,AR_FDB_w-007-8_px_8.png,1,1,0,1
536,FRGC_04201d380.jpg,1,1,1,0
537,FRGC_04221d451.jpg,1,1,1,0
538,FRGC_04331d18.jpg,1,1,1,0
539,FRGC_04509d295.jpg,1,1,1,0
540,FRGC_04522d163_px_8.png,1,1,1,0
541,AR_FDB_w-008-15_px_8.png,1,1,1,0
542,FRGC_04225d110.jpg,1,1,1,0
543,FRGC_04233d335.jpg,1,1,1,0
544,FRGC_04261d276.jpg,1,1,1,0
545,FRGC_04282d39.jpg,1,1,1,0
546,FRGC_04311d269.jpg,1,1,1,0
547,FRGC_04324d244.jpg,1,1,1,0
548,FRGC_04382d45.jpg,0,1,1,1
549,FRGC_04400d343_px_6.png,1,1,1,0
550,FRGC_04481d32.JPG,0,1,1,1
551,FRGC_04524d86.jpg,1,1,1,0
552,FRGC_04580d122_px_6.png,1,1,1,0
553,FRGC_04596d31.jpg,1,1,1,0
554,FRGC_04840d106.jpg,1,1,1,0
555,AR_FDB_m-003-22.png,1,1,0,1
556,AR_FDB_m-010-23.png,1,1,0,1
557,AR_FDB_m-013-8.png,1,1,0,1
558,AR_FDB_m-021-17.png,1,1,1,0
559,AR_FDB_m-037-23.png,1,1,0,1
560,AR_FDB_m-053-9.png,1,1,0,1
561,AR_FDB_m-056-1.png,1,1,1,0
562,AR_FDB_m-073-25.png,1,0,1,1
563,AR_FDB_w-011-25.png,1,0,1,1
564,FRGC_04256d68.jpg,1,1,1,0
